timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1581418444426,4451,AuthNProxy,401,Unauthorized,Thread Group 1-2,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4451,0,545
1581418444383,4498,AuthNProxy,401,Unauthorized,Thread Group 1-24,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4498,0,544
1581418444588,4297,AuthNProxy,401,Unauthorized,Thread Group 1-36,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4297,0,552
1581418444561,4325,AuthNProxy,401,Unauthorized,Thread Group 1-48,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4325,0,545
1581418444586,4321,AuthNProxy,401,Unauthorized,Thread Group 1-8,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4321,0,550
1581418444591,4317,AuthNProxy,401,Unauthorized,Thread Group 1-1,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4317,0,545
1581418444574,4338,AuthNProxy,401,Unauthorized,Thread Group 1-29,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4337,0,544
1581418444588,4327,AuthNProxy,401,Unauthorized,Thread Group 1-3,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4327,0,552
1581418444751,4437,AuthNProxy,401,Unauthorized,Thread Group 1-12,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4436,0,544
1581418444607,4584,AuthNProxy,401,Unauthorized,Thread Group 1-23,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4584,0,550
1581418444616,4578,AuthNProxy,401,Unauthorized,Thread Group 1-15,text,false,,332,184,50,50,https://integration.authnproxyms.service.itsupport247.net/test,4578,0,549
